episode,global_step,epsilon,mean_loss,reward_per_agent_step,mean_price,mean_price_ratio,mean_booking_prob,boundary_hits,seconds
0,365,0.995,,0.411477,222.56,1.1016,0.4093,43,0.31
1,730,0.99,,0.365482,206.42,1.0217,0.4092,36,0.31
2,1095,0.9851,0.684404,0.348899,195.37,0.967,0.4174,106,2.06
3,1460,0.9801,0.280816,0.333762,195.95,0.9699,0.3968,113,6.29
4,1825,0.9752,0.135971,0.287912,149.59,0.7405,0.3932,115,6.99
5,2190,0.9704,0.106335,0.35863,193.38,0.9572,0.4196,59,6.29
6,2555,0.9655,0.09868,0.256605,141.66,0.7012,0.3891,83,5.61
7,2920,0.9607,0.098964,0.539481,273.39,1.3532,0.4174,72,7.21
8,3285,0.9559,0.116925,0.456165,265.79,1.3156,0.3893,33,7.13
9,3650,0.9511,0.117616,0.443202,218.06,1.0793,0.4243,50,6.88
10,4015,0.9464,0.11793,0.426869,243.44,1.205,0.4186,47,4.4
11,4380,0.9416,0.118673,0.384802,219.56,1.0867,0.3944,57,5.88
12,4745,0.9369,0.12033,0.38088,200.44,0.9921,0.412,69,6.94
13,5110,0.9322,0.121015,0.419801,229.0,1.1335,0.4087,35,7.03
14,5475,0.9276,0.118677,0.313692,165.21,0.8178,0.3946,97,6.73
15,5840,0.9229,0.121672,0.477184,269.72,1.335,0.4323,57,4.72
16,6205,0.9183,0.123164,0.388188,193.99,0.9602,0.416,100,7.03
17,6570,0.9137,0.124052,0.530853,287.82,1.4246,0.4242,56,6.6
18,6935,0.9092,0.130145,0.607576,318.48,1.5764,0.4285,93,6.2
19,7300,0.9046,0.137761,0.371857,194.88,0.9646,0.4048,43,7.04
20,7665,0.9001,0.13912,0.563414,264.26,1.308,0.437,78,4.45
21,8030,0.8956,0.142148,0.426585,235.05,1.1634,0.4038,23,7.17
22,8395,0.8911,0.145185,0.60013,312.89,1.5487,0.4351,115,6.66
23,8760,0.8867,0.151615,0.577198,277.99,1.376,0.4363,61,7.32
24,9125,0.8822,0.155465,0.562581,292.39,1.4473,0.4319,141,6.7
25,9490,0.8778,0.16071,0.700716,344.01,1.7028,0.4332,99,3.31
26,9855,0.8734,0.170164,0.715756,353.71,1.7508,0.4295,93,7.42
27,10220,0.8691,0.175948,0.513598,272.2,1.3473,0.4123,56,6.84
28,10585,0.8647,0.179475,0.705498,345.39,1.7096,0.4231,111,7.43
29,10950,0.8604,0.185104,0.47568,292.65,1.4486,0.4112,105,5.01
30,11315,0.8561,0.188485,0.736677,370.95,1.8361,0.4098,162,6.04
31,11680,0.8518,0.192209,0.517549,266.32,1.3182,0.4169,31,6.47
32,12045,0.8475,0.193666,0.625742,323.34,1.6005,0.4123,63,6.74
33,12410,0.8433,0.194636,0.492169,258.31,1.2786,0.4196,22,6.48
34,12775,0.8391,0.197363,0.481594,280.24,1.3871,0.414,58,4.02
35,13140,0.8349,0.199395,0.638597,313.52,1.5518,0.4279,35,7.44
36,13505,0.8307,0.204494,0.737256,365.3,1.8082,0.4335,156,6.56
37,13870,0.8266,0.208559,0.664525,337.33,1.6697,0.4255,98,5.95
38,14235,0.8224,0.213922,0.597089,314.59,1.5572,0.4251,51,6.61
39,14600,0.8183,0.215712,0.694041,336.92,1.6677,0.4478,86,4.56
40,14965,0.8142,0.219983,0.668518,351.67,1.7407,0.4216,67,5.93
41,15330,0.8102,0.225108,0.566628,295.98,1.465,0.4275,48,6.33
42,15695,0.8061,0.225124,0.59998,285.28,1.4121,0.4302,93,6.01
43,16060,0.8021,0.228888,0.74817,372.07,1.8417,0.4179,105,7.19
44,16425,0.7981,0.233692,0.734288,352.18,1.7432,0.427,120,6.99
45,16790,0.7941,0.237914,0.711662,335.66,1.6614,0.4335,88,6.54
46,17155,0.7901,0.239519,0.663838,330.37,1.6353,0.4341,39,4.3
