episode,global_step,epsilon,mean_loss,reward_per_agent_step,mean_price,mean_price_ratio,mean_booking_prob,boundary_hits,seconds
0,365,,,0.31837,342.39,1.13,0.3326,10,1.03
1,730,,,0.296367,444.1,1.4657,0.3227,95,0.82
2,1095,,,0.378587,366.0,1.2079,0.3166,17,0.58
3,1460,,,0.302023,369.05,1.218,0.3292,51,0.6
4,1825,,,0.281294,414.19,1.367,0.2905,50,0.59
5,2190,,4.776854,0.381155,461.17,1.522,0.3148,84,0.95
6,2555,,,0.391511,488.14,1.611,0.2868,30,0.62
7,2920,,,0.397049,511.17,1.687,0.2645,57,0.57
8,3285,,,0.35293,580.77,1.9167,0.2205,105,0.6
9,3650,,,0.402734,533.5,1.7607,0.2542,53,0.56
10,4015,,,0.39014,583.44,1.9255,0.2394,106,0.6
11,4380,,6.107237,0.341075,438.6,1.4475,0.2954,25,0.87
12,4745,,,0.412165,485.62,1.6027,0.3326,49,0.57
13,5110,,,0.341564,544.39,1.7967,0.2509,80,0.61
14,5475,,,0.43341,427.48,1.4108,0.3269,24,0.6
15,5840,,,0.508939,478.56,1.5794,0.349,85,0.57
16,6205,,3.435489,0.38152,540.7,1.7845,0.2588,62,0.84
17,6570,,,0.332357,460.52,1.5199,0.3079,74,0.8
18,6935,,,0.414595,426.88,1.4088,0.3551,48,0.8
19,7300,,,0.401963,496.47,1.6385,0.2927,60,0.83
20,7665,,,0.344123,412.12,1.3601,0.3556,55,0.77
21,8030,,,0.412821,475.61,1.5697,0.3174,71,0.57
22,8395,,2.110437,0.370736,411.32,1.3575,0.3724,65,0.84
23,8760,,,0.307409,294.47,0.9719,0.3524,36,0.59
24,9125,,,0.382602,492.41,1.6251,0.3157,50,0.58
25,9490,,,0.357083,391.17,1.291,0.3653,63,0.58
26,9855,,,0.344432,419.57,1.3847,0.3369,67,0.58
27,10220,,,0.317431,295.95,0.9767,0.3455,24,0.56
28,10585,,1.468683,0.419301,452.97,1.495,0.3145,31,0.85
29,10950,,,0.408499,552.68,1.824,0.2528,85,0.59
30,11315,,,0.341892,482.01,1.5908,0.2525,77,0.59
31,11680,,,0.380154,414.72,1.3687,0.2921,70,0.58
