episode,global_step,epsilon,mean_loss,reward_per_agent_step,mean_price,mean_price_ratio,mean_booking_prob,boundary_hits,seconds
0,365,0.995,0.274413,0.260182,245.33,0.8097,0.3478,35,0.5
1,730,0.99,0.295994,0.272009,235.62,0.7776,0.3421,46,0.46
2,1095,0.9851,0.371646,0.32701,323.16,1.0665,0.339,12,0.49
3,1460,0.9801,0.471576,0.416151,402.46,1.3282,0.2977,7,0.46
4,1825,0.9752,0.329151,0.271652,270.48,0.8927,0.3483,71,0.47
5,2190,0.9704,0.437591,0.374963,329.41,1.0872,0.3457,27,0.67
6,2555,0.9655,0.306874,0.235245,199.52,0.6585,0.3609,84,0.69
7,2920,0.9607,0.360262,0.279983,248.07,0.8187,0.3591,27,0.65
8,3285,0.9559,0.350169,0.266189,249.87,0.8246,0.3381,33,0.72
9,3650,0.9511,0.350456,0.291236,323.59,1.068,0.3493,42,0.72
10,4015,0.9464,0.341163,0.255427,252.31,0.8327,0.3364,79,0.53
11,4380,0.9416,0.348719,0.272704,334.15,1.1028,0.3403,56,0.48
12,4745,0.9369,0.364039,0.278288,330.87,1.092,0.3333,37,0.47
13,5110,0.9322,0.331158,0.249219,252.34,0.8328,0.339,39,0.47
14,5475,0.9276,0.389857,0.300235,283.19,0.9346,0.3449,52,0.5
15,5840,0.9229,0.446117,0.359435,363.26,1.1989,0.3755,48,0.47
16,6205,0.9183,0.337968,0.224568,240.33,0.7932,0.3362,54,0.49
17,6570,0.9137,0.426985,0.330344,288.07,0.9507,0.3505,26,0.47
18,6935,0.9092,0.355147,0.238189,222.87,0.7356,0.3387,60,0.5
19,7300,0.9046,0.402671,0.279891,289.37,0.955,0.3537,40,0.47
20,7665,0.9001,0.394189,0.297568,264.76,0.8738,0.3421,65,0.49
21,8030,0.8956,0.443718,0.331679,398.19,1.3142,0.3435,31,0.47
22,8395,0.8911,0.412601,0.295852,324.27,1.0702,0.3173,41,0.49
23,8760,0.8867,0.409669,0.284802,250.31,0.8261,0.3485,30,0.47
24,9125,0.8822,0.423919,0.298176,290.32,0.9581,0.3589,42,0.49
25,9490,0.8778,0.377806,0.244076,239.1,0.7891,0.3481,72,0.47
26,9855,0.8734,0.429213,0.308773,276.46,0.9124,0.3696,24,0.46
27,10220,0.8691,0.414022,0.301574,263.76,0.8705,0.3632,34,0.49
28,10585,0.8647,0.44245,0.32535,276.58,0.9128,0.3383,39,0.48
29,10950,0.8604,0.395902,0.268864,248.44,0.8199,0.3505,38,0.49
30,11315,0.8561,0.35377,0.231992,265.39,0.8759,0.3473,61,0.47
31,11680,0.8518,0.452694,0.323258,304.0,1.0033,0.3634,20,0.72
32,12045,0.8475,0.394524,0.242825,217.39,0.7175,0.3527,45,0.68
33,12410,0.8433,0.391789,0.259411,219.33,0.7239,0.3367,56,0.65
34,12775,0.8391,0.381459,0.253127,222.88,0.7356,0.3543,75,0.73
35,13140,0.8349,0.360423,0.209234,186.19,0.6145,0.3526,138,0.71
36,13505,0.8307,0.358978,0.212433,200.65,0.6622,0.3576,67,0.49
37,13870,0.8266,0.452811,0.313682,311.31,1.0274,0.3604,68,0.48
38,14235,0.8224,0.412417,0.276182,293.87,0.9699,0.3355,47,0.49
39,14600,0.8183,0.398203,0.238592,235.48,0.7772,0.3379,82,0.52
40,14965,0.8142,0.440329,0.292993,316.68,1.0451,0.3402,37,0.49
