episode,global_step,epsilon,mean_loss,reward_per_agent_step,mean_price,mean_price_ratio,mean_booking_prob,boundary_hits,seconds
0,365,0.995,,0.299254,256.39,0.8462,0.3607,38,0.4
1,730,0.99,,0.28918,356.16,1.1754,0.3385,58,0.35
2,1095,0.9851,1.012841,0.261339,276.12,0.9113,0.3334,36,1.3
3,1460,0.9801,0.410228,0.298309,305.98,1.0098,0.381,53,4.58
4,1825,0.9752,0.134582,0.31169,264.34,0.8724,0.3418,23,4.88
5,2190,0.9704,0.098444,0.402318,502.87,1.6596,0.2776,35,4.57
6,2555,0.9655,0.110451,0.336651,271.22,0.8951,0.3526,44,4.17
7,2920,0.9607,0.105087,0.258109,374.28,1.2352,0.3308,38,3.89
8,3285,0.9559,0.105198,0.370913,405.23,1.3374,0.3376,35,3.84
9,3650,0.9511,0.105573,0.242978,230.47,0.7606,0.3582,61,4.06
10,4015,0.9464,0.100676,0.258681,214.59,0.7082,0.3499,85,4.07
11,4380,0.9416,0.097512,0.235857,218.95,0.7226,0.3488,65,4.34
12,4745,0.9369,0.096208,0.257402,219.1,0.7231,0.357,72,4.16
13,5110,0.9322,0.09468,0.247411,225.95,0.7457,0.3589,45,3.55
14,5475,0.9276,0.09352,0.342772,321.58,1.0613,0.3313,37,4.47
15,5840,0.9229,0.096512,0.253073,211.01,0.6964,0.3446,55,3.91
16,6205,0.9183,0.094511,0.289938,285.58,0.9425,0.3551,39,3.96
17,6570,0.9137,0.094584,0.206101,202.75,0.6691,0.3443,96,4.03
18,6935,0.9092,0.095385,0.329541,297.48,0.9818,0.3735,26,3.91
19,7300,0.9046,0.096416,0.254646,222.42,0.7341,0.3469,79,4.07
20,7665,0.9001,0.095204,0.20293,223.78,0.7386,0.3337,104,3.81
21,8030,0.8956,0.097935,0.345831,364.41,1.2027,0.3474,50,3.24
22,8395,0.8911,0.099759,0.351599,398.15,1.314,0.3614,37,4.81
23,8760,0.8867,0.104065,0.294305,297.41,0.9815,0.3588,52,4.22
24,9125,0.8822,0.104001,0.272234,211.78,0.6989,0.3634,97,3.87
25,9490,0.8778,0.100423,0.224952,205.26,0.6774,0.3503,119,3.95
26,9855,0.8734,0.103373,0.298059,249.1,0.8221,0.3631,77,3.93
27,10220,0.8691,0.102689,0.318241,255.57,0.8435,0.363,76,3.92
28,10585,0.8647,0.105549,0.303054,264.92,0.8743,0.3588,94,3.86
29,10950,0.8604,0.106914,0.289455,275.83,0.9103,0.3476,61,3.67
30,11315,0.8561,0.107301,0.264845,248.34,0.8196,0.3343,107,4.73
31,11680,0.8518,0.106936,0.266777,219.7,0.7251,0.3374,88,4.55
32,12045,0.8475,0.105299,0.267299,225.5,0.7442,0.3339,103,4.18
33,12410,0.8433,0.10637,0.320535,287.27,0.9481,0.3432,65,4.7
34,12775,0.8391,0.108039,0.30956,257.62,0.8502,0.3553,61,4.13
35,13140,0.8349,0.109105,0.334257,305.38,1.0079,0.3545,62,4.05
36,13505,0.8307,0.110229,0.276994,261.47,0.8629,0.3545,90,3.97
37,13870,0.8266,0.111919,0.247311,236.16,0.7794,0.3564,84,3.26
38,14235,0.8224,0.110837,0.282132,265.58,0.8765,0.3366,55,4.0
39,14600,0.8183,0.111592,0.31549,280.97,0.9273,0.3351,74,4.1
40,14965,0.8142,0.109145,0.276079,253.85,0.8378,0.3407,102,4.05
41,15330,0.8102,0.110591,0.306112,301.25,0.9942,0.3464,47,4.07
42,15695,0.8061,0.110786,0.302476,262.58,0.8666,0.3558,54,3.91
43,16060,0.8021,0.111484,0.27996,269.12,0.8882,0.3629,67,4.02
44,16425,0.7981,0.111999,0.345697,308.89,1.0195,0.3466,49,4.07
45,16790,0.7941,0.11423,0.273286,252.37,0.8329,0.3536,81,3.39
46,17155,0.7901,0.114938,0.33381,356.94,1.178,0.3512,14,3.94
47,17520,0.7862,0.115272,0.290666,253.1,0.8353,0.3422,72,4.0
48,17885,0.7822,0.116484,0.319037,289.39,0.9551,0.344,73,4.03
49,18250,0.7783,0.118388,0.256804,244.23,0.806,0.3396,113,4.18
50,18615,0.7744,0.120926,0.319779,297.97,0.9834,0.362,70,4.12
51,18980,0.7705,0.121216,0.277456,269.89,0.8907,0.3523,68,4.07
52,19345,0.7667,0.124316,0.328428,290.14,0.9576,0.3593,64,4.03
53,19710,0.7629,0.126073,0.318083,289.34,0.9549,0.36,50,3.6
54,20075,0.759,0.126842,0.263819,218.95,0.7226,0.3766,115,4.46
55,20440,0.7553,0.127461,0.329451,244.51,0.807,0.3622,108,4.15
56,20805,0.7515,0.128264,0.30481,268.39,0.8858,0.3433,72,4.28
57,21170,0.7477,0.126829,0.323053,250.78,0.8277,0.367,90,4.3
58,21535,0.744,0.128765,0.348818,267.71,0.8835,0.363,89,4.22
59,21900,0.7403,0.126005,0.313775,263.96,0.8712,0.3621,58,4.41
60,22265,0.7366,0.124788,0.355984,300.73,0.9925,0.3529,79,3.98
61,22630,0.7329,0.124938,0.320644,258.71,0.8538,0.3718,99,4.65
62,22995,0.7292,0.126171,0.383121,348.51,1.1502,0.3083,117,4.31
63,23360,0.7256,0.128634,0.341789,283.13,0.9344,0.3529,54,4.36
64,23725,0.7219,0.130126,0.271603,219.34,0.7239,0.3618,143,4.26
65,24090,0.7183,0.128242,0.289139,274.57,0.9062,0.3356,140,4.8
66,24455,0.7147,0.12802,0.325319,283.11,0.9344,0.3396,124,4.62
67,24820,0.7112,0.130838,0.359665,285.66,0.9428,0.355,109,3.82
68,25185,0.7076,0.133043,0.316888,321.7,1.0617,0.3738,79,4.5
69,25550,0.7041,0.133618,0.3877,306.81,1.0126,0.3418,106,4.5
70,25915,0.7005,0.133549,0.288018,222.58,0.7346,0.3654,100,4.49
71,26280,0.697,0.135027,0.30875,264.81,0.8739,0.3558,80,4.54
72,26645,0.6936,0.1337,0.33985,277.75,0.9167,0.3429,113,4.37
73,27010,0.6901,0.133679,0.321902,290.85,0.9599,0.347,82,4.45
74,27375,0.6866,0.13395,0.357692,265.66,0.8768,0.3495,152,4.02
75,27740,0.6832,0.134508,0.341884,270.8,0.8937,0.3292,118,4.34
76,28105,0.6798,0.134455,0.311817,270.27,0.892,0.3501,131,4.34
77,28470,0.6764,0.132159,0.299705,271.39,0.8957,0.3412,121,4.44
78,28835,0.673,0.131536,0.313983,258.09,0.8518,0.3586,151,4.37
79,29200,0.6696,0.132338,0.296597,280.05,0.9242,0.3403,135,4.45
80,29565,0.6663,0.133038,0.342336,291.76,0.9629,0.3505,115,4.34
81,29930,0.663,0.131895,0.337007,313.58,1.0349,0.349,90,4.4
82,30295,0.6597,0.131652,0.348894,321.46,1.0609,0.3378,148,3.63
83,30660,0.6564,0.131317,0.301338,305.93,1.0097,0.3426,124,4.54
84,31025,0.6531,0.130971,0.320703,267.39,0.8825,0.36,84,4.52
85,31390,0.6498,0.131841,0.293184,289.72,0.9562,0.3583,96,4.42
86,31755,0.6466,0.133576,0.357143,310.04,1.0232,0.3397,105,4.31
87,32120,0.6433,0.134672,0.27294,232.77,0.7682,0.3552,122,5.47
88,32485,0.6401,0.133536,0.307778,242.41,0.8,0.3639,95,4.88
89,32850,0.6369,0.13272,0.27948,247.12,0.8156,0.3579,118,4.63
90,33215,0.6337,0.132188,0.323995,271.1,0.8947,0.348,99,4.79
91,33580,0.6306,0.134401,0.346264,301.69,0.9957,0.3621,65,4.84
92,33945,0.6274,0.135197,0.257721,209.41,0.6911,0.3581,136,4.63
93,34310,0.6243,0.134639,0.25306,225.22,0.7433,0.3619,120,3.96
94,34675,0.6211,0.133467,0.344884,319.25,1.0536,0.3519,93,4.12
95,35040,0.618,0.135901,0.348195,313.09,1.0333,0.3538,112,4.22
96,35405,0.6149,0.137202,0.315221,282.5,0.9323,0.3377,136,3.44
97,35770,0.6119,0.137135,0.350252,287.65,0.9493,0.3459,123,4.3
98,36135,0.6088,0.138501,0.323726,270.31,0.8921,0.3617,97,4.28
99,36500,0.6058,0.138488,0.313678,238.17,0.7861,0.354,135,4.25
100,36865,0.6027,0.138626,0.334857,337.14,1.1127,0.3404,95,4.55
101,37230,0.5997,0.13771,0.345284,278.25,0.9183,0.3514,142,4.28
102,37595,0.5967,0.136671,0.285204,232.86,0.7685,0.3553,103,4.29
103,37960,0.5937,0.138771,0.380367,314.02,1.0364,0.3512,123,3.68
104,38325,0.5908,0.137582,0.324327,256.8,0.8475,0.3527,161,4.41
105,38690,0.5878,0.138535,0.366097,334.61,1.1043,0.3369,137,4.4
106,39055,0.5849,0.139,0.331879,264.24,0.8721,0.3536,102,4.39
107,39420,0.582,0.138808,0.329812,322.96,1.0659,0.3638,107,4.15
108,39785,0.579,0.138411,0.324373,295.22,0.9743,0.3577,159,4.25
109,40150,0.5762,0.140228,0.356516,283.52,0.9357,0.3542,109,4.29
110,40515,0.5733,0.138556,0.29349,259.88,0.8577,0.3535,140,4.38
111,40880,0.5704,0.137974,0.305656,306.5,1.0116,0.3474,122,3.87
112,41245,0.5676,0.137298,0.293862,243.33,0.8031,0.3563,106,4.5
113,41610,0.5647,0.135886,0.348536,280.88,0.927,0.3568,106,4.45
114,41975,0.5619,0.135574,0.272735,222.53,0.7344,0.3601,135,4.27
