episode,global_step,epsilon,mean_loss,reward_per_agent_step,mean_price,mean_price_ratio,mean_booking_prob,boundary_hits,seconds
0,365,,,0.336374,358.36,1.1827,0.3592,36,0.66
1,730,,,0.394139,479.47,1.5824,0.331,39,0.65
2,1095,,,0.365945,378.24,1.2483,0.3591,17,0.7
3,1460,,,0.332208,569.17,1.8785,0.2327,111,0.66
4,1825,,,0.347466,361.65,1.1935,0.34,10,0.68
5,2190,,5.147595,0.374539,493.7,1.6294,0.3248,79,1.11
6,2555,,,0.389395,526.89,1.7389,0.2572,49,0.7
7,2920,,,0.367195,517.45,1.7078,0.2725,80,0.69
8,3285,,,0.407656,490.92,1.6202,0.3082,63,0.83
9,3650,,,0.364975,546.78,1.8046,0.2302,74,1.06
10,4015,,,0.273659,444.8,1.468,0.3153,70,1.18
11,4380,,5.055408,0.385826,480.6,1.5861,0.3149,62,1.26
12,4745,,,0.361003,466.7,1.5403,0.2748,52,0.8
13,5110,,,0.47698,469.65,1.55,0.3522,98,0.82
14,5475,,,0.403331,556.4,1.8363,0.2581,73,0.68
15,5840,,,0.443339,464.14,1.5318,0.313,41,0.67
16,6205,,4.10852,0.424515,585.48,1.9323,0.2306,70,1.08
17,6570,,,0.429338,463.68,1.5303,0.333,36,0.73
18,6935,,,0.373446,490.05,1.6173,0.2483,35,0.7
19,7300,,,0.262837,239.23,0.7895,0.3312,47,0.71
20,7665,,,0.37627,400.62,1.3222,0.3744,38,0.67
21,8030,,,0.326777,445.05,1.4688,0.2819,27,0.69
22,8395,,2.348896,0.281266,398.84,1.3163,0.3067,54,1.03
23,8760,,,0.453838,487.97,1.6105,0.2842,46,0.67
24,9125,,,0.43359,428.96,1.4157,0.3073,25,0.95
25,9490,,,0.406796,458.47,1.5131,0.2996,45,0.93
26,9855,,,0.387318,454.06,1.4985,0.2781,21,1.07
27,10220,,,0.44082,421.95,1.3926,0.3528,40,0.89
28,10585,,3.084759,0.406941,429.59,1.4178,0.2981,25,1.08
29,10950,,,0.408445,606.8,2.0026,0.2277,113,0.66
30,11315,,,0.358433,421.62,1.3915,0.2873,20,0.68
31,11680,,,0.39173,528.24,1.7434,0.2837,46,0.75
32,12045,,,0.41361,520.16,1.7167,0.2483,52,0.74
33,12410,,2.618993,0.393505,601.94,1.9866,0.2389,87,1.0
34,12775,,,0.453935,514.71,1.6987,0.328,64,0.72
35,13140,,,0.434398,515.04,1.6998,0.2364,48,0.69
36,13505,,,0.415678,574.08,1.8947,0.2345,72,0.67
37,13870,,,0.442189,451.59,1.4904,0.3265,57,0.69
38,14235,,,0.376791,371.4,1.2257,0.3051,10,0.73
39,14600,,2.596491,0.385467,414.14,1.3668,0.3468,57,1.0
40,14965,,,0.39035,415.21,1.3703,0.3585,42,1.09
41,15330,,,0.369154,393.0,1.297,0.3857,101,1.07
42,15695,,,0.305082,295.14,0.9741,0.3232,39,1.04
43,16060,,,0.360004,351.98,1.1616,0.3865,41,0.73
