episode,global_step,epsilon,mean_loss,reward_per_agent_step,mean_price,mean_price_ratio,mean_booking_prob,boundary_hits,seconds
0,365,0.995,,0.279458,279.79,0.9234,0.3589,53,0.2
1,730,0.99,,0.242774,221.47,0.7309,0.3432,87,0.2
2,1095,0.9851,0.674504,0.246153,213.28,0.7039,0.3528,57,0.84
3,1460,0.9801,0.287212,0.244697,196.98,0.6501,0.3534,81,3.43
4,1825,0.9752,0.090691,0.255501,210.7,0.6954,0.3515,80,3.74
5,2190,0.9704,0.060827,0.27469,315.13,1.04,0.3281,23,3.66
6,2555,0.9655,0.060478,0.251944,216.82,0.7156,0.3578,68,2.76
7,2920,0.9607,0.061368,0.336719,328.87,1.0854,0.3706,26,2.81
8,3285,0.9559,0.068721,0.360193,386.63,1.276,0.333,29,2.68
9,3650,0.9511,0.075675,0.279209,279.19,0.9214,0.3307,51,2.74
10,4015,0.9464,0.076235,0.300211,250.28,0.826,0.3594,59,2.66
11,4380,0.9416,0.078893,0.342741,318.52,1.0512,0.3387,36,2.72
12,4745,0.9369,0.083331,0.382251,443.45,1.4635,0.2767,57,3.27
13,5110,0.9322,0.08906,0.264591,251.24,0.8292,0.3477,18,2.77
14,5475,0.9276,0.086755,0.280487,256.11,0.8453,0.3614,64,3.27
15,5840,0.9229,0.088964,0.289933,360.68,1.1904,0.3026,13,3.53
16,6205,0.9183,0.090043,0.243605,270.9,0.894,0.35,51,3.45
17,6570,0.9137,0.089633,0.276229,271.32,0.8954,0.3509,56,4.13
18,6935,0.9092,0.08962,0.317932,269.96,0.891,0.3534,12,4.15
19,7300,0.9046,0.092888,0.307235,348.74,1.1509,0.4,84,4.1
20,7665,0.9001,0.092224,0.277057,248.6,0.8205,0.338,78,4.08
21,8030,0.8956,0.092142,0.299523,332.34,1.0968,0.373,66,4.09
22,8395,0.8911,0.091104,0.270385,255.6,0.8436,0.3286,61,4.14
23,8760,0.8867,0.093609,0.334181,342.78,1.1313,0.3827,63,3.74
24,9125,0.8822,0.093085,0.282523,285.39,0.9419,0.3228,57,3.04
25,9490,0.8778,0.095172,0.337124,333.58,1.1009,0.3828,71,3.11
26,9855,0.8734,0.096017,0.344404,328.95,1.0856,0.3352,15,3.06
27,10220,0.8691,0.095994,0.351805,396.47,1.3085,0.3801,80,2.94
28,10585,0.8647,0.096098,0.31791,325.97,1.0758,0.3826,59,2.81
29,10950,0.8604,0.097357,0.249588,238.69,0.7878,0.3608,67,2.88
30,11315,0.8561,0.097797,0.242188,307.37,1.0144,0.3207,39,2.84
31,11680,0.8518,0.096515,0.309755,269.49,0.8894,0.3592,80,2.68
32,12045,0.8475,0.098474,0.312828,412.14,1.3602,0.3009,30,3.43
33,12410,0.8433,0.102129,0.312601,291.03,0.9605,0.3578,92,4.16
34,12775,0.8391,0.102196,0.311052,268.41,0.8858,0.3474,42,4.15
35,13140,0.8349,0.102223,0.296964,273.74,0.9034,0.3577,40,3.98
36,13505,0.8307,0.103186,0.284642,296.58,0.9788,0.359,48,4.21
37,13870,0.8266,0.104085,0.357584,400.88,1.323,0.3267,8,4.19
38,14235,0.8224,0.104824,0.338044,310.04,1.0232,0.3445,39,4.15
39,14600,0.8183,0.105433,0.294834,302.91,0.9997,0.3391,24,4.19
40,14965,0.8142,0.105825,0.379751,390.84,1.2899,0.2981,70,4.18
41,15330,0.8102,0.10983,0.300643,332.26,1.0966,0.3325,66,4.19
42,15695,0.8061,0.109574,0.292611,268.89,0.8874,0.347,32,4.08
43,16060,0.8021,0.109469,0.291073,308.86,1.0193,0.3352,46,4.15
44,16425,0.7981,0.110355,0.359994,291.18,0.961,0.3445,71,4.11
45,16790,0.7941,0.108939,0.280351,245.15,0.8091,0.342,52,4.13
46,17155,0.7901,0.107394,0.351997,294.49,0.9719,0.3593,41,3.96
47,17520,0.7862,0.108982,0.331847,347.78,1.1478,0.3573,56,3.51
48,17885,0.7822,0.107378,0.292205,267.76,0.8837,0.3401,65,2.75
49,18250,0.7783,0.109218,0.350504,379.1,1.2512,0.3246,101,2.85
50,18615,0.7744,0.10962,0.227637,204.27,0.6741,0.3521,101,2.72
51,18980,0.7705,0.109669,0.437421,389.65,1.286,0.3837,33,2.68
52,19345,0.7667,0.110531,0.263787,214.63,0.7083,0.3604,86,2.74
53,19710,0.7629,0.110428,0.256361,241.6,0.7974,0.3594,74,3.18
54,20075,0.759,0.110955,0.252376,233.57,0.7709,0.3468,93,4.01
55,20440,0.7553,0.112293,0.391401,347.77,1.1478,0.3767,63,4.52
56,20805,0.7515,0.112635,0.331265,336.82,1.1116,0.3281,51,3.88
57,21170,0.7477,0.112593,0.317815,261.13,0.8618,0.3496,75,4.04
58,21535,0.744,0.112316,0.365222,328.74,1.085,0.3933,38,4.21
59,21900,0.7403,0.112935,0.313095,269.17,0.8884,0.3574,117,4.09
60,22265,0.7366,0.11307,0.314366,272.69,0.9,0.3642,60,4.36
61,22630,0.7329,0.112829,0.32803,277.02,0.9142,0.3454,55,4.02
62,22995,0.7292,0.113808,0.29479,305.55,1.0084,0.3189,64,3.84
63,23360,0.7256,0.115082,0.332602,275.04,0.9077,0.3543,86,4.3
64,23725,0.7219,0.114222,0.285023,277.02,0.9143,0.3629,106,3.81
65,24090,0.7183,0.111319,0.330328,297.71,0.9826,0.3398,89,3.42
66,24455,0.7147,0.11287,0.279956,245.16,0.8091,0.3673,99,2.86
67,24820,0.7112,0.112563,0.343765,272.1,0.898,0.3392,77,3.33
68,25185,0.7076,0.112057,0.301634,280.34,0.9252,0.3495,66,3.31
69,25550,0.7041,0.111501,0.301489,240.99,0.7954,0.366,85,2.75
70,25915,0.7005,0.111212,0.30437,265.1,0.8749,0.3723,46,3.11
71,26280,0.697,0.110264,0.437431,386.24,1.2747,0.3171,57,2.68
