episode,global_step,epsilon,mean_loss,reward_per_agent_step,mean_price,mean_price_ratio,mean_booking_prob,boundary_hits,seconds
0,365,0.995,,0.262672,241.77,0.7979,0.36,74,0.32
1,730,0.99,,0.234632,263.63,0.8701,0.3276,27,0.32
2,1095,0.9851,0.748763,0.375353,375.43,1.2391,0.3541,51,1.19
3,1460,0.9801,0.311538,0.363606,358.09,1.1818,0.3596,28,3.63
4,1825,0.9752,0.209425,0.30203,334.81,1.105,0.3453,32,3.62
5,2190,0.9704,0.118236,0.310919,273.54,0.9028,0.3525,47,3.63
6,2555,0.9655,0.109375,0.298579,329.12,1.0862,0.3217,33,3.62
7,2920,0.9607,0.108214,0.312419,334.13,1.1027,0.3722,23,3.63
8,3285,0.9559,0.110514,0.361599,356.26,1.1758,0.3263,7,3.65
9,3650,0.9511,0.10589,0.254116,228.34,0.7536,0.3508,38,3.64
10,4015,0.9464,0.105705,0.323154,359.88,1.1877,0.3125,18,3.65
11,4380,0.9416,0.106938,0.298934,332.64,1.0978,0.3478,44,3.69
12,4745,0.9369,0.107376,0.282311,378.65,1.2497,0.3168,20,3.69
13,5110,0.9322,0.110947,0.338797,334.15,1.1028,0.3646,56,3.67
14,5475,0.9276,0.108719,0.303958,361.39,1.1927,0.3135,50,3.67
15,5840,0.9229,0.11072,0.312487,350.06,1.1553,0.3427,51,3.67
16,6205,0.9183,0.112558,0.286262,316.24,1.0437,0.3575,62,3.68
17,6570,0.9137,0.109658,0.277239,316.81,1.0456,0.3433,33,3.63
18,6935,0.9092,0.109794,0.309763,372.14,1.2282,0.3751,86,2.42
19,7300,0.9046,0.111369,0.307767,323.92,1.0691,0.3399,33,2.64
20,7665,0.9001,0.111689,0.295075,281.01,0.9274,0.3615,81,2.36
21,8030,0.8956,0.110801,0.320814,287.13,0.9476,0.3526,21,2.94
22,8395,0.8911,0.109577,0.283116,231.87,0.7652,0.3655,41,3.78
23,8760,0.8867,0.109143,0.285763,278.76,0.92,0.3602,79,3.71
24,9125,0.8822,0.108276,0.264746,219.56,0.7246,0.3596,81,2.79
25,9490,0.8778,0.1069,0.242908,211.57,0.6982,0.3527,108,2.39
26,9855,0.8734,0.107171,0.27816,247.71,0.8175,0.3742,83,2.28
27,10220,0.8691,0.108737,0.311774,284.12,0.9377,0.3488,56,2.37
28,10585,0.8647,0.10609,0.234597,197.37,0.6514,0.3617,110,2.59
29,10950,0.8604,0.107527,0.299724,284.24,0.9381,0.3878,87,2.47
30,11315,0.8561,0.107087,0.30814,308.89,1.0194,0.3411,38,2.34
31,11680,0.8518,0.105503,0.250295,207.63,0.6852,0.3484,104,2.43
32,12045,0.8475,0.104885,0.293522,240.22,0.7928,0.3661,67,2.63
33,12410,0.8433,0.105138,0.281456,235.27,0.7765,0.3497,70,2.32
34,12775,0.8391,0.104595,0.265175,221.19,0.73,0.3635,102,2.33
35,13140,0.8349,0.105679,0.332672,356.2,1.1756,0.3649,49,2.34
36,13505,0.8307,0.107914,0.321354,322.49,1.0643,0.4016,73,2.33
37,13870,0.8266,0.106222,0.335465,288.05,0.9507,0.3585,92,2.45
38,14235,0.8224,0.106389,0.260181,234.39,0.7736,0.3647,86,2.57
39,14600,0.8183,0.105616,0.320553,295.11,0.974,0.3588,42,2.56
40,14965,0.8142,0.106449,0.286957,255.78,0.8442,0.3715,104,2.5
41,15330,0.8102,0.106182,0.275873,231.6,0.7643,0.3694,112,2.36
42,15695,0.8061,0.106118,0.306543,264.85,0.8741,0.3722,63,2.34
43,16060,0.8021,0.106164,0.286196,236.73,0.7813,0.3659,109,2.39
44,16425,0.7981,0.10615,0.276168,235.4,0.7769,0.3689,86,2.34
45,16790,0.7941,0.105467,0.319554,258.48,0.8531,0.3688,83,2.34
46,17155,0.7901,0.105572,0.320271,321.34,1.0605,0.3689,102,2.45
47,17520,0.7862,0.105041,0.294022,243.63,0.8041,0.3709,112,2.38
48,17885,0.7822,0.105621,0.340257,287.43,0.9486,0.3528,81,2.41
49,18250,0.7783,0.106476,0.332394,301.95,0.9965,0.3669,64,2.56
50,18615,0.7744,0.106038,0.292223,257.4,0.8495,0.3618,89,2.41
51,18980,0.7705,0.106186,0.322092,265.06,0.8748,0.352,64,2.47
52,19345,0.7667,0.105986,0.330681,285.16,0.9411,0.3435,98,2.38
53,19710,0.7629,0.1061,0.305285,245.93,0.8117,0.3739,107,2.54
54,20075,0.759,0.10765,0.350224,295.33,0.9747,0.3597,35,2.27
55,20440,0.7553,0.106649,0.264583,236.41,0.7802,0.3721,127,2.21
56,20805,0.7515,0.108552,0.348724,279.39,0.9221,0.3483,106,2.28
57,21170,0.7477,0.108821,0.346784,289.08,0.9541,0.3653,73,2.32
58,21535,0.744,0.108164,0.266012,272.65,0.8998,0.356,110,2.29
59,21900,0.7403,0.106849,0.251413,221.67,0.7316,0.3615,105,2.21
60,22265,0.7366,0.106018,0.270653,220.49,0.7277,0.3674,144,2.21
61,22630,0.7329,0.106641,0.26953,245.69,0.8109,0.3509,139,2.2
62,22995,0.7292,0.106004,0.279371,275.4,0.9089,0.3503,130,2.2
63,23360,0.7256,0.106673,0.280974,260.07,0.8583,0.3483,65,2.17
64,23725,0.7219,0.107212,0.349482,279.17,0.9214,0.3595,99,2.19
65,24090,0.7183,0.107843,0.315316,338.45,1.117,0.3161,121,2.21
66,24455,0.7147,0.108128,0.319975,346.06,1.1421,0.3434,66,2.31
67,24820,0.7112,0.109656,0.294939,305.68,1.0089,0.3519,127,2.2
68,25185,0.7076,0.108523,0.259667,314.06,1.0365,0.3568,112,2.19
69,25550,0.7041,0.110142,0.339401,347.77,1.1478,0.3383,82,2.2
